a	art.—
bengali	n.ベンガル語@a.ベンガルの
bengals	n.ベンガルズ
beni	n.ベニ
benign	a.良性の@a.穏やかな
benin	n.ベナン
benito	n.ベニト
benjamin	n.ベンジャミン
benjamins	n.ベンジャミン（複数形）
bennet	n.ベネット
bennett	n.ベネット
bennie	n.ベニー
bennington	n.ベニントン
benny	n.ベニー
bens	n.山@n.ベンズ
benson	n.ベンソン
bent	a.曲がった@v.曲げた@n.傾向
benthic	a.底生の@a.海底の
bentley	n.ベントレー
benton	n.ベントン
bentonite	n.ベントナイト
benz	n.ベンツ
benzene	n.ベンゼン
benzyl	n.ベンジル
beowulf	n.ベオウルフ
bequest	n.遺贈@n.遺産
bequests	n.遺贈@n.遺産
berber	n.ベルベル人@a.ベルベルの
berchtesgaden	n.ベルヒテスガーデン
bereaved	a.死別した@vt.奪った
bereavement	n.死別@n.喪失
bereft	a.奪われた@a.失った
beret	n.ベレー帽
beretta	n.ベレッタ
berg	n.ベルク@n.氷山
bergamo	n.ベルガモ
bergamot	n.ベルガモット
bergen	n.ベルゲン
berger	n.バーガー
bergerac	n.ベルジュラック
bergman	n.バーグマン
bering	n.ベーリング
berk	n.ばか@n.間抜け
berkeley	n.バークレー
berks	n.バークス
berkshire	n.バークシャー
berkshires	n.バークシャー地方
berlin	n.ベルリン
berliner	n.ベルリン市民
berlioz	n.ベルリオーズ
berlitz	n.ベルリッツ
berm	n.路肩@n.小道
bermuda	n.バミューダ
bermudian	a.バミューダの@n.バミューダ人
bern	n.ベルン
bernadette	n.ベルナデット
bernanke	n.バーナンキ
bernard	n.バーナード
bernardo	n.ベルナルド
bernese	a.ベルンの@n.ベルン人
bernhard	n.ベルンハルト
bernhardt	n.ベルンハルト
bernice	n.バーニス
bernie	n.バーニー
bernoulli	n.ベルヌーイ
bernstein	n.バーンスタイン
berra	n.ベラ
berries	n.ベリー@n.漿果
berry	n.ベリー@n.漿果
berserk	a.狂暴な@ad.逆上して
berserker	n.狂戦士@n.バーサーカー
bert	n.バート
berth	n.寝台@n.停泊所
bertha	n.バーサ
berths	n.寝台@n.停泊地@vt.停泊させる
bertie	n.バーティ
bertram	n.バートラム
bertrand	n.ベルトラン
berwick	n.バーウィック
beryl	n.緑柱石@n.ベリル
beryllium	n.ベリリウム
bes	n.ベス
beseech	vt.懇願する@vt.嘆願する
beset	vt.悩ます@vt.取り囲む
beside	prep.そばに@prep.と比べて
besides	prep.〜の他に@ad.その上
besieged	vt.包囲した@a.包囲された
bespoke	a.オーダーメイドの@a.注文の
bess	n.ベス
bessel	n.ベッセル
bessemer	n.ベッセマー
bessie	n.ベッシー
best	a.最良の@ad.最も良く
bestial	a.獣のような@a.残忍な
bestiality	n.獣姦
bestiary	n.動物寓話集
bestow	vt.授ける@vt.与える
bestowed	v.授けた@v.与えた
bests	vt.打ち負かす@n.最善（複数形）
bestseller	n.ベストセラー
bestsellers	n.ベストセラー
bestselling	a.ベストセラーの
bet	n.賭け@vt.賭ける
beta	n.ベータ@a.ベータ版の
betas	n.ベータ
beth	n.ベス
bethany	n.ベサニー
bethel	n.ベテル
bethesda	n.ベセスダ
bethlehem	n.ベツレヘム
bethune	n.ベチューン
betray	v.裏切る@v.暴露する
betrayal	n.裏切り@n.背信
betrayed	v.裏切った@v.暴露した
betraying	vt.裏切る@a.暴露する
betrays	vt.裏切る@vt.暴露する
bets	n.賭け@v.賭ける
betsey	n.ベッツィー
betsy	n.ベッツィー
betta	n.ベタ
bette	n.ベット
better	a.より良い@ad.より良く
betterment	n.改善@n.向上
bettie	n.ベティー
betting	n.賭け@n.ベッティング
betty	n.ベティ
between	prep.〜の間に
beulah	n.ビューラ
bevan	n.ベヴァン
bevel	n.斜面@v.傾斜をつける
beverage	n.飲料@n.飲み物
beverages	n.飲料@n.飲み物
beveridge	n.ベヴァリッジ
beverley	n.ビバリー
beverly	n.ビバリー
beware	v.注意する@v.警戒する
bewildered	a.当惑した@v.困惑させた
bewildering	a.困惑させる@a.当惑させる
bewitched	a.魔法にかけられた@v.魅了した
bexley	n.ベクスリー
bey	n.ベイ@n.総督
beyond	prep.〜を越えて@ad.向こうに
bezel	n.ベゼル@n.縁
bhakti	n.バクティ@n.信愛
bharat	n.バーラト
bhopal	n.ボーパール
bhutan	n.ブータン
biafra	n.ビアフラ
bianca	n.ビアンカ
biarritz	n.ビアリッツ
bias	n.偏り@n.バイアス@vt.偏らせる
biased	a.偏った@a.バイアスのかかった
biases	n.偏見@n.バイアス
biathlon	n.バイアスロン
bib	n.よだれかけ@n.ビブ
bibb	n.ビブ@n.よだれかけ
bibl	n.聖書の
bible	n.聖書@n.バイブル
bibles	n.聖書
biblical	a.聖書の@a.聖書的な
bibliographic	a.書誌学的な@a.文献の
bibliographical	a.書誌学の@a.文献目録の
bibliographies	n.文献目録@n.書誌
bibliography	n.参考文献@n.文献目録
bibs	n.よだれかけ@n.ビブ
bic	n.ビック
bicarbonate	n.重炭酸塩
bice	n.灰緑色@n.灰青色
bicentennial	a.200年祭の@n.200周年
biceps	n.二頭筋@n.上腕二頭筋
bickering	n.口論@vi.言い争う
bicycle	n.自転車@vi.自転車に乗る
bicycles	n.自転車
bicycling	n.サイクリング@v.自転車に乗る
bicyclists	n.自転車乗り
bid	n.入札@v.入札する
bidder	n.入札者
bidders	n.入札者
bidding	n.入札@v.入札している
biddle	n.ビドル
biden	n.バイデン
bidet	n.ビデ
bidirectional	a.双方向の
bids	n.入札@v.入札する
biel	n.ビール
bielefeld	n.ビーレフェルト
biennial	a.隔年の@n.二年生植物
biennium	n.2年間
bier	n.棺台@n.担架
biff	n.パンチ@vt.殴る
bifocal	a.遠近両用の@n.遠近両用眼鏡
bifurcation	n.分岐@n.二股
big	a.大きい
bigfoot	n.ビッグフット
bigger	a.より大きい
biggest	a.最も大きい
biggie	n.大物@n.重要なもの
bighorn	n.ビッグホーン@n.オオツノヒツジ
bight	n.湾曲部@n.入り江
bigot	n.偏屈者@n.頑固者
bigotry	n.偏見@n.頑迷
bihar	n.ビハール
bijou	n.宝石@a.小さくて優雅な
bikaner	n.ビーカーネール
bike	n.自転車@n.バイク
biker	n.バイカー@n.自転車乗り
bikers	n.バイカー@n.オートバイ乗り
bikes	n.バイク@n.自転車
biking	n.サイクリング
bikini	n.ビキニ
bikinis	n.ビキニ
bilateral	a.二国間の@a.両側の
bilbao	n.ビルバオ
bilbo	n.ビルボ
bile	n.胆汁@n.怒り
bilge	n.船底@n.たまり水
biliary	a.胆汁の@a.胆道の
bilinear	a.双一次の
bilingual	a.バイリンガルの@n.バイリンガル
bilingualism	n.二言語併用@n.バイリンガリズム
bilirubin	n.ビリルビン
bill	n.請求書@n.法案@n.紙幣
billable	a.請求可能な
billabong	n.三日月湖@n.水たまり
billboard	n.広告看板@n.ビルボード
billboards	n.看板@n.広告板
billed	v.請求した@a.請求書の
billet	n.兵舎@n.ビレット
billets	n.宿舎@vt.宿泊させる@n.薪
billfold	n.札入れ@n.財布
billiard	a.ビリヤードの@n.ビリヤード
billiards	n.ビリヤード
billie	n.ビリー
billing	n.請求@n.課金
billings	n.ビリングス
billion	n.十億
billionaire	n.億万長者
billionaires	n.億万長者
billions	n.数十億
billiton	n.ビリトン
bills	n.請求書@n.法案
billy	n.ビリー
biloxi	n.ビロクシ
bim	n.ビム
bimbo	n.ばかな女
bimini	n.ビミニ
bimonthly	a.隔月の@ad.2か月ごとに
bin	n.ビン@n.ごみ箱
binaries	n.バイナリ@n.二進法
binary	a.二進法の@n.バイナリ
binaural	a.両耳の@a.バイノーラルの
bind	vt.縛る@vt.バインドする
binder	n.バインダー@n.製本業者
binders	n.バインダー@n.結合剤
bindery	n.製本所
binding	a.拘束力のある@n.バインディング
bindings	n.バインディング@n.製本
binds	v.縛る@n.束縛
binge	n.どんちゃん騒ぎ@vi.暴飲暴食する
bingham	n.ビンガム
bingo	n.ビンゴ
binning	n.ビン分け@vt.捨てる
binocular	a.両眼の@n.双眼鏡
binoculars	n.双眼鏡
binomial	a.二項の@n.二項式
bins	n.容器@n.ゴミ箱
bio	n.バイオ@n.経歴
biochemical	a.生化学の@n.生化学物質
biochemistry	n.生化学
biodegradable	a.生分解性の
biodegradation	n.生分解
biodiversity	n.生物多様性
bioengineering	n.生物工学
bioethics	n.生命倫理学
biofeedback	n.バイオフィードバック
biogas	n.バイオガス
biogenesis	n.生物発生@n.生源説
biogeography	n.生物地理学
biographer	n.伝記作家
biographical	a.伝記の@a.経歴の
biographies	n.伝記
biography	n.伝記
biol	n.生物学
biologic	a.生物学的な@n.生物製剤
biological	a.生物学的な
biologically	ad.生物学的に
biologist	n.生物学者
biologists	n.生物学者
biology	n.生物学
biomass	n.バイオマス@n.生物量
biomechanical	a.生体力学の
biomechanics	n.生体力学
biomedical	a.生物医学の
biometric	a.生体認証の@a.バイオメトリックな
biometrics	n.生体認証@n.バイオメトリクス
bionic	a.バイオニックの@a.超人的な
biophysical	a.生物物理学の
biophysics	n.生物物理学
biopic	n.伝記映画
biopsies	n.生検
biopsy	n.生検@n.生体検査
bioremediation	n.バイオレメディエーション
bios	n.BIOS@n.バイオス
biosphere	n.生物圏
biosynthesis	n.生合成
biota	n.生物相
biotech	n.バイオテクノロジー
biotechnology	n.バイオテクノロジー
biotic	a.生物の
biotin	n.ビオチン
bipartisan	a.超党派の@a.両党の
bipartite	a.二部から成る@a.二者間の
bipolar	a.双極性の@a.両極の
birch	n.カバノキ@n.白樺
bird	n.鳥
birders	n.バードウォッチャー
birdhouse	n.巣箱
birdhouses	n.巣箱
birdie	n.バーディー@n.小鳥
birdies	n.バーディー@n.小鳥
birding	n.バードウォッチング
birdman	n.鳥人間@n.鳥類学者
birds	n.鳥
birdwatching	n.バードウォッチング
birkenhead	n.バーケンヘッド
birkenstock	n.ビルケンシュトック
birmingham	n.バーミンガム
birr	n.ビル@n.勢い
birth	n.誕生@n.出生
birthday	n.誕生日
birthdays	n.誕生日
birthing	n.出産@a.出産の
birthplace	n.出生地@n.発祥地
birthright	n.生得権@n.長子相続権
births	n.出産@n.誕生
birthstone	n.誕生石
birthstones	n.誕生石
bis	ad.2回
biscayne	n.ビスケーン
biscuit	n.ビスケット
biscuits	n.ビスケット
bisexual	a.両性愛の@n.両性愛者
bisexuals	n.両性愛者
bishkek	n.ビシュケク
bishop	n.司教@n.ビショップ
bishops	n.司教@n.ビショップ
bismarck	n.ビスマルク
bismuth	n.ビスマス
bison	n.バイソン@n.野牛
bisque	n.ビスク@n.ビスケット焼き
bissau	n.ビサウ
bistro	n.ビストロ@n.小さなレストラン
bit	n.少し@n.ビット
bitch	n.雌犬@n.嫌な女
bitches	n.雌犬@n.嫌な女
bitching	a.素晴らしい@vi.不平を言う
bitchy	a.意地悪な@a.陰険な
bite	vt.噛む@n.噛みつき
bites	n.噛むこと@v.噛む
biting	a.刺すような@v.噛む
bitmap	n.ビットマップ
bitmaps	n.ビットマップ
bits	n.ビット@n.少し
bitten	v.噛まれた
bitter	a.苦い@a.辛辣な
bitterly	ad.激しく@ad.痛烈に
bitterness	n.苦味@n.苦悩
bittersweet	a.ほろ苦い@n.アメリカツルウメモドキ
bittorrent	n.ビットトレント
bitty	a.小さな@a.ちっぽけな
bitumen	n.歴青@n.アスファルト
bituminous	a.瀝青質の@a.歴青の
biweekly	a.隔週の@ad.隔週で
biz	n.ビジネス
bizarre	a.奇妙な@a.異様な
bizet	n.ビゼー
bjork	n.ビョーク
bks	n.本
black	a.黒い@n.黒
blackberries	n.ブラックベリー
blackberry	n.ブラックベリー
blackbird	n.クロウタドリ@n.ブラックバード
blackboard	n.黒板
blackburn	n.ブラックバーン
blackened	v.黒くした@a.黒くなった
blacker	a.より黒い
blackfoot	n.ブラックフット族
blackjack	n.ブラックジャック
blacklight	n.ブラックライト
blacklist	n.ブラックリスト@vt.ブラックリストに載せる
blacklisted	vt.ブラックリストに載せた@a.ブラックリストの
blackmail	n.脅迫@v.脅迫する
blackness	n.黒さ@n.暗黒
blackout	n.停電@n.ブラックアウト
blackouts	n.停電@n.報道管制
blackpool	n.ブラックプール
blacks	n.黒人@n.黒色
blacksmith	n.鍛冶屋
blackstone	n.ブラックストーン
blackwell	n.ブラックウェル
blackwood	n.ブラックウッド
bladder	n.膀胱
blade	n.刃@n.ブレード
blades	n.刃@n.ブレード
blah	int.ブラブラ@n.たわごと
blaine	n.ブレーン
blair	n.ブレア
blake	n.ブレイク
blame	vt.非難する@n.非難
blamed	v.非難した@a.非難された
blames	v.責める@n.非難
blaming	v.非難する@v.責める
blanc	n.ブラン@a.白い
blanca	n.ブランカ
blanchard	n.ブランチャード
blanche	n.ブランシュ
bland	a.味気ない@a.当たり障りのない
blank	a.空白の@n.空白
blankenship	n.ブランケンシップ
blanket	n.毛布@a.全面的な@vt.覆う
blankets	n.毛布
blanking	n.打ち抜き@vt.空白にする
blanks	n.空白@n.空欄
blarney	n.おべっか@vt.お世辞を言う
blasphemy	n.冒涜@n.神への不敬
blast	n.爆発@n.突風@vt.爆破する
blasted	a.ひどい@v.爆破した
blaster	n.ブラスター@n.爆破機
blasters	n.発破作業員@n.ブラスター
blasting	n.発破@v.爆破する
blasts	n.爆発@v.爆破する
blatant	a.露骨な@a.見え透いた
blatantly	ad.あからさまに@ad.露骨に
blather	vi.ぺちゃくちゃしゃべる@n.たわごと
blaze	n.炎@vi.燃える@n.輝き
blazed	vi.燃えた@vt.開拓した
blazer	n.ブレザー
blazers	n.ブレザー@n.ブレイザーズ
blazes	n.炎@vi.燃え上がる@int.畜生
blazing	a.燃え盛る@a.激しい
bldg	n.建物
bleach	n.漂白剤@vt.漂白する
bleached	v.漂白した@a.色あせた
bleachers	n.屋外観覧席
bleaching	n.漂白@v.脱色する
bleak	a.荒涼とした@a.暗い
bled	v.出血した@v.血を流した
bleed	vi.出血する@vt.血を流す
bleeding	n.出血@a.出血している
bleeds	vi.出血する@vt.にじむ
bleep	n.ピー音@vi.ピーと鳴る
blemish	n.しみ@vt.損なう
blemishes	n.しみ@n.欠点@vt.傷つける
blend	n.ブレンド@vt.混ぜる
blended	a.ブレンドした@v.混ぜた
blender	n.ブレンダー@n.ミキサー
blenders	n.ミキサー@n.ブレンダー
blending	n.混合@v.混ぜる
blends	n.ブレンド@v.混ぜる
blenheim	n.ブレナム
bless	vt.祝福する@vt.恵む
blessed	a.祝福された@v.祝福した
blessing	n.祝福@n.恵み
blessings	n.祝福@n.恵み
blevins	n.ブレヴィンズ
blew	v.吹いた@v.台無しにした
bligh	n.ブライ
blight	n.疫病@vt.台無しにする
blighted	a.荒廃した@vt.台無しにした
blimp	n.飛行船@n.小型軟式飛行船
blind	a.盲目の@n.ブラインド
blinded	v.盲目にした@a.目がくらんだ
blindfold	n.目隠し@vt.目隠しする@a.目隠しした
blindfolded	a.目隠しされた
blinding	a.目もくらむ@v.盲目にする
blindly	ad.盲目的に@ad.むやみに
blindness	n.盲目@n.失明
blinds	n.ブラインド@v.目をくらませる
blindside	vt.不意打ちする@n.死角
bling	n.派手な宝飾品@n.キラキラ
blink	v.まばたきする@n.まばたき
blinked	vi.まばたきした@vt.点滅させた
blinking	a.瞬く@v.まばたきする
blinks	vi.まばたきする@n.まばたき
blip	n.一時的変動@n.ブリップ
bliss	n.至福@n.幸福
blissful	a.至福の@a.幸せな
blister	n.水ぶくれ@vi.水ぶくれができる
blistering	a.焼けつくような@a.痛烈な
blisters	n.水ぶくれ@v.水ぶくれができる
blitz	n.電撃戦@n.集中攻撃
blitzkrieg	n.電撃戦
blizzard	n.猛吹雪@n.ブリザード
blk	n.ブロック@a.黒い
bloat	vt.膨らませる@n.膨張
bloated	a.膨らんだ@a.膨張した
bloating	n.膨張@vi.膨れる
blob	n.塊@n.滴
blobs	n.しずく@n.塊
bloc	n.ブロック@n.同盟
bloch	n.ブロッホ
block	n.ブロック@v.ブロックする
blockade	n.封鎖@vt.封鎖する
blockage	n.閉塞@n.障害
blockbuster	n.大ヒット@a.大ヒットの
blockbusters	n.大ヒット作@n.大型爆弾
blocked	a.ブロックされた@v.塞いだ
blocker	n.ブロッカー@n.遮断剤
blockers	n.ブロッカー@n.遮断薬
blocking	v.ブロックしている@n.阻止
blocks	n.ブロック@v.ブロックする
blocs	n.ブロック@n.連合
bloemfontein	n.ブルームフォンテン
blog	n.ブログ@v.ブログを書く
blogged	v.ブログを書いた
blogger	n.ブロガー
bloggers	n.ブロガー
blogging	n.ブログを書くこと
blogs	n.ブログ
blok	n.ブローク
bloke	n.やつ@n.男
blokes	n.男@n.やつ
blond	a.金髪の@n.金髪の人
blonde	a.金髪の@n.金髪
blondes	n.金髪の人
blondie	n.ブロンディ
blood	n.血@n.血液
blooded	a.血の@a.血統のある
bloodhound	n.ブラッドハウンド@n.探偵
bloodline	n.血統@n.家系
bloodlines	n.血統@n.血筋
bloodshed	n.流血@n.殺戮
bloodstream	n.血流
bloody	a.血まみれの@a.血なまぐさい@ad.とても
bloom	n.花@n.開花@v.咲く
bloomer	n.ブルマー@n.大失敗
bloomfield	n.ブルームフィールド
blooming	a.開花中の@a.とても
bloomingdale	n.ブルーミングデール
bloomington	n.ブルーミントン
blooms	n.花@v.咲く
bloomsbury	n.ブルームズベリー
bloopers	n.失言@n.失敗
blossom	n.花@v.開花する
blossomed	vi.開花した@vi.発展した
blossoming	vi.花が咲く@n.開花@a.花盛りの
blossoms	n.花@v.開花する
blot	n.しみ@vt.汚す
blots	n.しみ@vt.汚す@n.汚点
blotter	n.吸い取り紙@n.記録簿
blotting	n.吸い取り@v.吸い取る
blouse	n.ブラウス
blouses	n.ブラウス
blow	v.吹く@n.打撃
blower	n.送風機@n.ブロワー
blowers	n.送風機@n.ブロワー
blowfish	n.フグ
blowing	v.吹く@n.送風
blowjob	n.フェラチオ
blowjobs	n.フェラチオ
blown	v.吹いた@a.吹き飛ばされた
blowout	n.パンク@n.大爆発
blowouts	n.パンク（複数形）@n.大勝利（複数形）
blows	v.吹く@n.打撃
blu	n.ブルー
blue	a.青い@n.青
blueberries	n.ブルーベリー
