the	art.ال
qualification	n+m.مؤهّل@n+f.شهادة
locks	n+f.أقفال@v.يقفل
modelling	n+f.نمذجة
namely	ad.أي@ad.وتحديداً
miniature	n+f.نموذج مصغر@a.مصغّر
dept	n+m.قسم
hack	v.يخترق@n+f.حيلة
dare	v.يجرؤ@n+m.تحدٍّ
euros	n+f.يورو
interstate	a.بين الولايات
pirates	n+m.قراصنة
aerial	a.جوي@n+m.هوائي
hawk	n+m.صقر
consequence	n+f.نتيجة@n+m.أثر
rebel	n+m.متمرد@v.يتمرد
systematic	a.منهجي
perceived	v.أُدرك@a.مُدرَك
origins	n+f.أصول
hired	v.وُظّف@a.مستأجَر
makeup	n+m.مكياج
textile	n+m.نسيج@a.نسيجي
lamb	n+m.حمَل
madagascar	n+f.مدغشقر
nathan	n+m.ناثان
tobago	n+f.توباغو
presenting	v.يقدّم
cos	conj.لأن
troubleshooting	n+m.استكشاف الأخطاء
uzbekistan	n+f.أوزبكستان
indexes	n+f.فهارس
centuries	n+f.قرون
magnitude	n+m.حجم@n+f.قدر
richardson	n+m.ريتشاردسون
hindu	a.هندوسي@n+m.هندوسي
fragrances	n+f.عطور
vocabulary	n+f.مفردات
licking	v.يلعق
earthquake	n+m.زلزال
fundraising	n+m.جمع تبرعات
markers	n+f.علامات
weights	n+f.أوزان
albania	n+f.ألبانيا
geological	a.جيولوجي
assessing	v.يقيّم
lasting	a.دائم
wicked	a.شرير@a.خبيث
eds	n+m.محررون
introduces	v.يقدّم
kills	v.يقتل@n+f.قتلات
roommate	n+m.رفيق سكن
webcams	n+f.كاميرات ويب
pushed	v.دُفع@a.مدفوع
webmasters	n+m.مشرفو مواقع
computational	a.حاسوبي
participated	v.شارك
junk	n+f.خردة@a.رديء
handhelds	n+f.أجهزة محمولة
wax	n+m.شمع@v.يشمّع
lucy	n+f.لوسي
answering	v.يجيب@n+m.إجابة
hans	n+m.هانز
impressed	a.معجب@v.أُعجب
slope	n+m.منحدر@v.ينحدر
reggae	n+m.ريغي
failures	n+f.إخفاقات
poet	n+m.شاعر
conspiracy	n+f.مؤامرة
surname	n+m.لقب@n+f.كنية
theology	n+m.علم اللاهوت
nails	n+f.مسامير@n+f.أظافر
evident	a.واضح
whats	pron.ماذا
rides	n+f.رحلات@v.يركب
rehab	n+m.إعادة تأهيل
epic	a.ملحمي@n+f.ملحمة
saturn	n+m.زحل
organizer	n+m.منظّم
nut	n+f.صامولة@n+f.مكسرة
allergy	n+f.حساسية
sake	n+m.أجل@n+m.ساكي
twisted	a.ملتوٍ@v.التوى
combinations	n+f.تركيبات
preceding	a.سابق
merit	n+f.جدارة@n+m.استحقاق
enzyme	n+m.إنزيم
cumulative	a.تراكمي
planes	n+f.طائرات@n+f.مستويات
edmonton	n+f.إدمونتون
tackle	v.يعالج@n+f.معالجة
disks	n+f.أقراص
condo	n+f.شقة سكنية
pokemon	n+m.بوكيمون
amplifier	n+m.مكبّر
arbitrary	a.تعسفي@a.عشوائي
prominent	a.بارز
retrieve	v.يسترجع
lexington	n+f.ليكسينغتون
vernon	n+m.فيرنون
sans	prep.بدون
titanium	n+m.تيتانيوم
fairy	n+f.جنية@a.خرافي
builds	v.يبني@n+f.بنيات
contacted	v.اتُّصل به
shaft	n+m.عمود@n+m.عمق
lean	a.نحيف@v.يميل
bye	int.وداعاً
recorders	n+f.مسجّلات
occasional	a.عرضي@a.متقطع
leslie	n+f.ليزلي
casio	n+f.كاسيو
ana	n+f.آنا
postings	n+f.منشورات
innovations	n+f.ابتكارات
kitty	n+f.قطة صغيرة
postcards	n+f.بطاقات بريدية
dude	n+m.رجل@n+m.صديق
drain	n+m.مصرف@v.يفرغ
monte	n+m.مونتي
fires	n+f.حرائق@v.يطلق النار
algeria	n+f.الجزائر
blessed	a.مبارك@v.بُورك
luis	n+m.لويس
reviewing	v.يراجع
cardiff	n+f.كارديف
cornwall	n+f.كورنوال
potato	n+f.بطاطا
panic	n+m.ذعر@v.يذعر
explicitly	ad.صراحةً
sticks	n+f.عصي@v.يلتصق
leone	n+m.ليون
transsexual	a.متحول جنسياً@n+m.متحول جنسياً
citizenship	n+f.مواطنة
excuse	n+m.عذر@v.يعذر
reforms	n+f.إصلاحات@v.يصلح
basement	n+m.قبو
onion	n+f.بصلة
strand	n+f.خصلة@n+m.شاطئ
sandwich	n+f.شطيرة
lawsuit	n+f.دعوى قضائية
alto	n+m.صوت ألتو
informative	a.مفيد@a.إعلامي
girlfriend	n+f.صديقة
cheque	n+m.شيك
hierarchy	n+m.تسلسل هرمي
influenced	v.أُثّر@a.متأثر
banners	n+f.لافتات
reject	v.يرفض@n+m.مرفوض
eau	n+m.ماء
abandoned	a.مهجور@v.هُجر
circles	n+f.دوائر
italic	a.مائل
beats	v.يضرب@n+f.ضربات
merry	a.مرح
mil	n+m.ألف
scuba	n+m.غوص
gore	n+m.دم@n+m.غور
complement	n+m.مكمّل@v.يكمّل
cult	n+f.عبادة@n+f.طائفة
dash	n+f.شرطة@v.يندفع
passive	a.سلبي@a.مبني للمجهول
mauritius	n+f.موريشيوس
valued	a.ذو قيمة@v.قُيّم
cage	n+m.قفص@v.يحبس
checklist	n+f.قائمة مراجعة
requesting	v.يطلب
courage	n+f.شجاعة
verde	n+m.فيردي
scenarios	n+f.سيناريوهات
gazette	n+f.جريدة رسمية
hitachi	n+f.هيتاشي
extraction	n+m.استخراج
batman	n+m.باتمان
elevation	n+m.ارتفاع
hearings	n+f.جلسات استماع
coleman	n+m.كولمان
hugh	n+m.هيو
lap	n+f.حِجر@n+f.دورة
utilization	n+m.استخدام
beverages	n+f.مشروبات
calibration	n+f.معايرة
jake	n+m.جيك
efficiently	ad.بكفاءة
anaheim	n+f.أناهايم
ping	n+m.صوت@v.يرسل إشارة
textbook	n+m.كتاب مدرسي
dried	a.مجفف@v.جُفّف
entertaining	a.ممتع@v.يستضيف
prerequisite	n+m.شرط مسبق
luther	n+m.لوثر
frontier	n+f.حدود@n+f.تخوم
settle	v.يستقر@v.يسوّي
stopping	v.يتوقف@n+m.توقف
refugees	n+m.لاجئون
knights	n+m.فرسان
hypothesis	n+f.فرضية
palmer	n+m.بالمر
medicines	n+f.أدوية
flux	n+m.تدفق@n+m.تغيّر
derby	n+m.ديربي
peaceful	a.سلمي@a.هادئ
altered	a.معدّل@v.عُدّل
pontiac	n+f.بونتياك
regression	n+m.تراجع@n+m.انحدار
doctrine	n+f.عقيدة@n+m.مذهب
scenic	a.خلاب
trainers	n+m.مدربون@n+f.أحذية رياضية
enhancements	n+f.تحسينات
renewable	a.متجدد
intersection	n+m.تقاطع
passwords	n+f.كلمات مرور
sewing	n+f.خياطة@v.يخيط
consistency	n+m.اتساق@n+f.ثبات
collectors	n+m.جامعون
conclude	v.يختتم@v.يستنتج
recognised	v.اُعترف@a.معترف به
munich	n+f.ميونخ
oman	n+f.عُمان
celebs	n+m.مشاهير
propose	v.يقترح
azerbaijan	n+f.أذربيجان
lighter	n+f.ولاعة@a.أخف
rage	n+m.غضب@n+f.حمية
astrology	n+m.علم التنجيم
advisors	n+m.مستشارون
pavilion	n+m.جناح
tactics	n+f.تكتيكات
trusts	n+f.صناديق ائتمانية@v.يثق
occurring	v.يحدث
supplemental	a.تكميلي
travelling	n+m.سفر@v.يسافر
talented	a.موهوب
annie	n+f.آني
pillow	n+f.وسادة
induction	n+m.استقراء@n+m.تعريف
derek	n+m.ديريك
precisely	ad.بالضبط
shorter	a.أقصر
harley	n+m.هارلي
spreading	v.ينتشر@n+m.انتشار
provinces	n+f.محافظات
relying	v.يعتمد
finals	n+f.نهائيات
paraguay	n+f.باراغواي
steal	v.يسرق@n+f.سرقة
parcel	n+f.طرد@n+f.قطعة أرض
refined	a.مكرّر@a.راقٍ
fifteen	n+m.خمسة عشر
widespread	a.واسع الانتشار
incidence	n+m.معدّل حدوث
fears	n+f.مخاوف@v.يخاف
predict	v.يتنبأ
boutique	n+m.متجر صغير
acrylic	n+m.أكريليك@a.أكريليكي
rolled	v.دُحرج@a.ملفوف
tuner	n+m.موالف
avon	n+f.أفون
incidents	n+f.حوادث
peterson	n+m.بيترسون
rays	n+f.أشعة
shannon	n+f.شانون
toddler	n+m.طفل صغير
enhancing	v.يعزّز
flavor	n+f.نكهة
alike	a.متشابه@ad.بالمثل
walt	n+m.والت
homeless	a.بلا مأوى
horrible	a.فظيع
hungry	a.جائع
metallic	a.معدني
acne	n+m.حب الشباب
blocked	a.محجوب@v.حُجب
interference	n+m.تدخل@n+f.تشويش
warriors	n+m.محاربون
palestine	n+f.فلسطين
undo	v.يلغي@v.يفكّ
cadillac	n+f.كاديلاك
atmospheric	a.جوي
malawi	n+f.مالاوي
dana	n+f.دانا
halo	n+f.هالة
ppm	n+m.جزء في المليون
curtis	n+m.كيرتس
parental	a.أبوي@a.والدي
referenced	v.أُشير إليه
strikes	n+f.إضرابات@v.يضرب
lesser	a.أقل
publicity	n+f.دعاية@n+m.إعلان
marathon	n+m.ماراثون
ant	n+f.نملة
proposition	n+m.اقتراح@n+f.قضية
gays	n+m.مثليون
pressing	a.ملحّ@v.يضغط
gasoline	n+m.بنزين
apt	a.مناسب@n+f.شقة
dressed	a.مرتدٍ@v.ارتدى
scout	n+m.كشاف@v.يستطلع
belfast	n+f.بلفاست
exec	n+m.تنفيذي
dealt	v.تعامل
niagara	n+f.نياغارا
inf	n+f.معلومات
eos	n+f.إيوس
charms	n+f.تعويذات@v.يسحر
catalyst	n+m.محفّز
trader	n+m.تاجر
bucks	n+m.دولارات@n+m.ذكور الغزلان
allowance	n+m.بدل@n+f.مخصصات
denial	n+m.إنكار@n+m.رفض
designation	n+f.تسمية@n+m.تعيين
thrown	v.رُمي@a.مرمي
prepaid	a.مدفوع مسبقاً
raises	v.يرفع@n+f.زيادات
gem	n+f.جوهرة
duplicate	n+f.نسخة مكررة@v.يكرر
electro	a.كهربائي
criterion	n+m.معيار
badge	n+f.شارة
wrist	n+m.معصم
civilization	n+f.حضارة
vietnamese	a.فيتنامي@n+m.فيتنامي
heath	n+m.هيث@n+f.أرض بور
tremendous	a.هائل@a.عظيم
ballot	n+f.بطاقة اقتراع@n+m.تصويت
lexus	n+f.لكزس
varying	a.متفاوت@v.يتفاوت
remedies	n+f.علاجات
validity	n+f.صلاحية
trustee	n+m.أمين
maui	n+f.ماوي
weighted	a.موزون@v.وُزن
angola	n+f.أنغولا
squirt	v.يرش@n+f.رشة
performs	v.يؤدي
plastics	n+f.بلاستيكيات
realm	n+m.عالم@n+f.مملكة
corrected	v.صُحّح@a.مصحّح
jenny	n+f.جيني
helmet	n+f.خوذة
salaries	n+f.رواتب
postcard	n+f.بطاقة بريدية
elephant	n+m.فيل
yemen	n+m.اليمن
encountered	v.صودف@a.مصادَف
tsunami	n+m.تسونامي
scholar	n+m.عالم@n+m.باحث
nickel	n+m.نيكل
internationally	ad.دولياً
surrounded	v.أُحيط@a.محاط
psi	n+f.بسي
buses	n+f.حافلات
geology	n+m.علم الجيولوجيا
pct	n+f.نسبة مئوية
creatures	n+f.مخلوقات
coating	n+f.طبقة@n+m.طلاء
commented	v.علّق
wallet	n+f.محفظة
cleared	v.أُزيل@a.مصرّح
accomplish	v.ينجز
boating	n+m.ركوب القوارب
drainage	n+m.تصريف
corners	n+f.زوايا
broader	a.أوسع
vegetarian	n+m.نباتي@a.نباتي
rouge	n+m.أحمر شفاه@a.أحمر
yeast	n+f.خميرة
yale	n+f.ييل
newfoundland	n+f.نيوفاوندلاند
pas	n+m.با
clearing	n+f.مقاصة@v.يصفّي
investigated	v.حُقّق@a.محقَّق
ambassador	n+m.سفير
coated	a.مطلي@v.طُلي
intend	v.ينوي
stephanie	n+f.ستيفاني
contacting	v.يتواصل
vegetation	n+f.نباتات
doom	n+m.هلاك@n+m.مصير
louise	n+f.لويز
kenny	n+m.كيني
specially	ad.خصيصاً
owen	n+m.أوين
routines	n+f.روتينات
hitting	v.يضرب@n+m.ضرب
yukon	n+m.يوكون
beings	n+f.كائنات
bite	v.يعض@n+f.عضة
aquatic	a.مائي
reliance	n+m.اعتماد
habits	n+f.عادات
striking	a.لافت@v.يضرب
myth	n+f.أسطورة
infectious	a.معدٍ
podcasts	n+f.بودكاست
singh	n+m.سينغ
gig	n+f.حفلة@n+m.عمل مؤقت
gilbert	n+m.جيلبرت
ferrari	n+f.فيراري
continuity	n+f.استمرارية
brook	n+m.جدول@n+m.بروك
outputs	n+f.مخرجات
phenomenon	n+f.ظاهرة
ensemble	n+f.فرقة@n+m.طاقم
insulin	n+m.إنسولين
assured	a.مضمون@v.ضُمن
biblical	a.كتابي@a.توراتي
weed	n+f.عشبة ضارة@n+m.حشيش
conscious	a.واعٍ
accent	n+f.لهجة@n+m.تشكيل
eleven	n+m.أحد عشر
wives	n+f.زوجات
ambient	a.محيط
utilize	v.يستخدم
mileage	n+m.مسافة بالأميال
prostate	n+f.بروستاتا
adaptor	n+m.محوّل
auburn	a.بني محمر@n+f.أوبورن
unlock	v.يفتح@v.يفك
hyundai	n+f.هيونداي
pledge	n+m.تعهد@v.يتعهد
vampire	n+m.مصاص دماء
angela	n+f.أنجيلا
relates	v.يتعلق@v.يروي
nitrogen	n+m.نيتروجين
xerox	n+f.زيروكس@v.يصوّر
dice	n+f.نرد
merger	n+m.اندماج
softball	n+f.كرة لينة
referrals	n+f.إحالات
quad	n+m.رباعي
dock	n+m.رصيف@v.يرسو
differently	ad.بشكل مختلف
mods	n+f.تعديلات
framing	n+m.تأطير@v.يؤطّر
organised	a.منظّم@v.نُظّم
musician	n+m.موسيقي
blocking	v.يحجب@n+m.حجب
rwanda	n+f.رواندا
sorts	n+f.أنواع@v.يصنّف
integrating	v.يدمج
limiting	a.محدود@v.يحدّ
dispatch	v.يرسل@n+m.إرسال
revisions	n+f.مراجعات
papua	n+f.بابوا
restored	v.أُعيد@a.مرمّم
hint	n+m.تلميح@v.يلمّح
riders	n+m.راكبون
chargers	n+f.شواحن
remark	n+f.ملاحظة@v.يلاحظ
dozens	n+f.عشرات
varies	v.يختلف
reasoning	n+m.تفكير@n+m.استدلال
liz	n+f.ليز
rendered	v.قُدّم@a.معروض
picking	v.يختار@n+m.قطف
charitable	a.خيري
guards	n+m.حراس@v.يحرس
annotated	a.مشروح@v.شُرح
convinced	a.مقتنع@v.اُقتنع
openings	n+f.فتحات@n+f.افتتاحيات
buys	v.يشتري@n+f.صفقات
burlington	n+f.بيرلينغتون
replacing	v.يستبدل
researcher	n+m.باحث
watershed	n+m.مستجمع مائي
councils	n+f.مجالس
occupations	n+f.مهن@n+f.احتلالات
acknowledged	v.اُعترف@a.معترف به
nudity	n+m.عري
kruger	n+m.كروغر
pockets	n+f.جيوب
granny	n+f.جدة
pork	n+m.لحم خنزير
equilibrium	n+m.توازن
viral	a.فيروسي
inquire	v.يستفسر
pipes	n+f.أنابيب
characterized	v.تميّز@a.مميَّز
laden	a.محمّل
aruba	n+f.أروبا
cottages	n+f.أكواخ
realtor	n+m.وكيل عقاري
merge	v.يدمج@n+m.دمج
privilege	n+f.امتياز@n+m.حق
edgar	n+m.إدغار
develops	v.يطوّر
qualifying	a.مؤهّل@v.يتأهل
chassis	n+m.هيكل
dubai	n+f.دبي
estimation	n+m.تقدير
barn	n+m.حظيرة
pushing	v.يدفع@n+m.دفع
fleece	n+m.صوف@n+f.بطانية صوفية
fare	n+f.أجرة@v.يسير
pierce	v.يخترق@n+m.بيرس
allan	n+m.ألان
dressing	n+f.صلصة@n+m.ضماد
sperm	n+m.حيوان منوي
bald	a.أصلع
craps	n+m.كرابس
fuji	n+m.فوجي
frost	n+m.صقيع
leon	n+m.ليون
institutes	n+f.معاهد@v.يؤسس
mold	n+m.قالب@n+m.عفن
dame	n+f.سيدة
sally	n+f.سالي
yacht	n+m.يخت
tracy	n+f.تريسي
prefers	v.يفضّل
drilling	n+m.حفر@v.يحفر
brochures	n+f.كتيّبات
herb	n+m.عشب
ate	v.أكل
breach	n+m.خرق@v.يخرق
whale	n+m.حوت
traveller	n+m.مسافر
appropriations	n+f.مخصصات
suspected	a.مشتبه به@v.اُشتبه
tomatoes	n+f.طماطم
benchmark	n+m.معيار مرجعي
beginners	n+m.مبتدئون
instructors	n+m.مدرّبون
highlighted	v.أُبرز@a.مميّز
bedford	n+f.بيدفورد
stationery	n+f.قرطاسية
idle	a.عاطل@a.خامل
mustang	n+m.موستانغ
unauthorized	a.غير مصرّح
clusters	n+f.مجموعات
antibody	n+m.جسم مضاد
competent	a.كفء
momentum	n+m.زخم
fin	n+f.زعنفة
wiring	n+m.أسلاك@n+f.توصيلات
pastor	n+m.قس
mud	n+m.طين@n+m.وحل
calvin	n+m.كالفن
uni	n+f.جامعة
shark	n+m.قرش
contributor	n+m.مساهم
demonstrates	v.يُظهر
phases	n+f.مراحل
grateful	a.ممتن
emerald	n+m.زمرد@a.زمردي
gradually	ad.تدريجياً
laughing	v.يضحك@n+m.ضحك
grows	v.ينمو
cliff	n+m.جرف
desirable	a.مرغوب
tract	n+f.منطقة@n+f.رسالة
ballet	n+m.باليه
journalist	n+m.صحفي
abraham	n+m.إبراهيم
bumper	n+m.مصد@a.وفير
afterwards	ad.بعد ذلك
webpage	n+f.صفحة ويب
religions	n+f.أديان
garlic	n+m.ثوم
hostels	n+f.نزل
shine	v.يلمع@n+m.لمعان
senegal	n+f.السنغال
explosion	n+m.انفجار
banned	a.محظور@v.حُظر
wendy	n+f.ويندي
briefs	n+f.ملخصات@n+f.سراويل داخلية
signatures	n+f.توقيعات
diffs	n+f.اختلافات
cove	n+m.خليج صغير
mumbai	n+f.مومباي
ozone	n+m.أوزون
disciplines	n+f.تخصصات
casa	n+f.بيت
daughters	n+f.بنات
conversations	n+f.محادثات
radios	n+f.أجهزة راديو
tariff	n+f.تعريفة
opponent	n+m.خصم
pasta	n+f.معكرونة
simplified	a.مبسّط@v.بُسّط
muscles	n+f.عضلات
serum	n+m.مصل
wrapped	a.ملفوف@v.لُفّ
swift	a.سريع@n+m.سويفت
motherboard	n+f.لوحة أم
inbox	n+m.صندوق الوارد
focal	a.بؤري
bibliographic	a.ببليوغرافي
vagina	n+m.مهبل
eden	n+f.عدن
distant	a.بعيد
incl	prep.بما في ذلك
champagne	n+m.شمبانيا
ala	prep.على طريقة
decimal	a.عشري@n+m.كسر عشري
deviation	n+m.انحراف
superintendent	n+m.مشرف
dip	v.يغمس@n+f.غمسة
samba	n+f.سامبا
hostel	n+m.نزل
housewives	n+f.ربات بيوت
employ	v.يوظّف@n+m.توظيف
mongolia	n+f.منغوليا
penguin	n+m.بطريق
magical	a.سحري
influences	n+f.تأثيرات@v.يؤثر
inspections	n+f.تفتيشات
irrigation	n+m.ري
miracle	n+f.معجزة
manually	ad.يدوياً
reprint	n+f.إعادة طبع@v.يعيد طبع
reid	n+m.ريد
hydraulic	a.هيدروليكي
robertson	n+m.روبرتسون
flex	v.يثني@n+f.مرونة
yearly	a.سنوي@ad.سنوياً
penetration	n+m.اختراق
wound	n+m.جرح@v.جُرح
belle	n+f.حسناء
rosa	n+f.روزا
conviction	n+f.إدانة@n+m.اقتناع
hash	n+m.تجزئة@n+m.هاش
omissions	n+f.إغفالات
writings	n+f.كتابات
hamburg	n+f.هامبورغ
lazy	a.كسول
mpg	n+m.ميل لكل غالون
retrieval	n+m.استرجاع
qualities	n+f.صفات
cindy	n+f.سيندي
lolita	n+f.لوليتا
fathers	n+m.آباء
charging	v.يشحن@n+m.شحن
marvel	v.يعجب@n+f.أعجوبة
lined	a.مبطّن@v.بُطّن
dow	n+m.داو
prototype	n+m.نموذج أولي
importantly	ad.الأهم
petite	a.صغيرة@n+f.صغيرة القامة
apparatus	n+m.جهاز
terrain	n+f.تضاريس
pens	n+f.أقلام
explaining	v.يشرح
yen	n+m.ين
strips	n+f.شرائط@v.يجرّد
gossip	n+f.نميمة@v.ينم
rangers	n+m.حراس
nomination	n+m.ترشيح
empirical	a.تجريبي
rotary	a.دوّار@n+m.روتاري
worm	n+f.دودة
dependence	n+m.اعتماد
discrete	a.منفصل@a.متقطع
beginner	n+m.مبتدئ
boxed	a.معلّب@v.وُضع في صندوق
lid	n+m.غطاء
sexuality	n+f.جنسانية
polyester	n+m.بوليستر
cubic	a.مكعّب
deaf	a.أصم
commitments	n+f.التزامات
suggesting	v.يقترح
sapphire	n+m.ياقوت أزرق
kinase	n+m.كيناز
skirts	n+f.تنورات
mats	n+f.حصائر
remainder	n+m.باقي
crawford	n+m.كراوفورد
privileges	n+f.امتيازات
televisions	n+f.تلفزيونات
specializing	v.يتخصص
marking	n+m.تعليم@v.يعلّم
commodities	n+f.سلع
serbia	n+f.صربيا
sheriff	n+m.شريف
griffin	n+m.غريفين
declined	v.رُفض@a.منخفض
guyana	n+f.غيانا
spies	n+m.جواسيس@v.يتجسس
blah	int.بلا بلا
mime	n+m.تمثيل صامت
motorcycles	n+f.دراجات نارية
elect	v.ينتخب@a.منتخب
highways	n+f.طرق سريعة
concentrate	v.يركّز@n+m.مركّز
intimate	a.حميم@a.خاص
reproductive	a.تناسلي
preston	n+m.بريستون
deadly	a.قاتل@a.مميت
cunt	n+m.فرج
bunny	n+m.أرنب
chevy	n+f.شيفي
molecules	n+f.جزيئات
rounds	n+f.جولات@v.يدور
longest	a.الأطول
refrigerator	n+f.ثلاجة
intervals	n+f.فترات
sentences	n+f.جمل@n+f.أحكام
dentists	n+m.أطباء أسنان
exclusion	n+m.استبعاد
workstation	n+f.محطة عمل
holocaust	n+f.محرقة
keen	a.حريص@a.متحمس
flyer	n+m.نشرة@n+m.طيار
