pl.अंगण	n+m.courtyards
कीटन	n.keaton
कीट्स	n.keats
कीथ	n+m.keith
कीन	n.kean
कीनन	n.keenan
कीन्सियन	a.keynesian
कीप	n+f.funnels
कीपॅड	n+m.keypad@n.keypads
कीबोर्ड	n+m.keyboard@n+m.keyboards
कीबोर्ड वादक	n+m.keyboardist
कीबोर्ड वापरणे	v.keyboarding
कीर्ती	n+m.fame
कील	n.kiel
कीलिंग	n.keeling
कीव	n.kiev
कीवर्ड	n+m.keyword@n+m.keywords
कुंज	n+f.bower
कुंड	n+m.trough
कुंडली	n+f.horoscope@n+m.horoscopes
कुंडी	n+f.planter@n+f.pot
कुंडीत लावणे	n+n.potting
कुंडीत लावत आहे	v.potting
कुंडीत लावले	v.potted
कुंडीतील	a.potted
कुंतल	n+f.curl
कुंपण	n+f.enclosure@n+f.fence@n+f.fences@n+n.fencing@n+f.hedge@n.hedges
कुंपण ओलांडणारी पायरी	n+m.stile
कुंपण घातले	v.hedged
कुंपण घालणे	v.fence
कुंपणाने वेढलेला	a.fenced
कुंभ राशी	n.aquarius
कुंभ राशीचा	a.aquarian
कुंभ राशीचा माणूस	n+m.aquarian
कुंभार	n+m.potter@n.potters
कुंभारकला	n+f.pottery
कुएस्टा टेकडी	n+f.cuesta
कुक	n.cooke
कुकर	n+m.cooker@n+m.cookers
कुकी	n+f.cookie
कुकीज	n+f.cookies
कुक्कुटपालन	n+f.poultry
कुख्यात	a.notorious
कुख्याती	n+f.notoriety
कुगर	n+m.cougar@n+m.cougars
कुचाळ	a.bitchy
कुचिंग	n+n.kuching
कुजणारा	a.decomposing@a.rotting
कुजणे	vi.decay@v.decompose@vi.rot@n+f.rots
कुजत आहे	v.rotting
कुजतो	v.rots
कुजबुज	n+m.murmur@n+f.murmurs@n+f.whisper@n.whispers
कुजबुजणारा	n+m.whisperer
कुजबुजणे	vi.murmur@vi.whisper@vi.whispering@vi.whispers
कुजबुजतो	v.murmurs
कुजबुजले	vt.whispered
कुजले	v.decayed@v.decomposed
कुजलेला	a.decayed@a.decomposed@a.rotten
कुजलेले मांस	n+m.carrion
कुझ्को	n+m.cuzco
कुटलेला	vt.pounded
कुटिल	a.snide
कुटी	n+f.cabana@n+f.cottage@n+f.lodges
कुटीर	n+f.lodge
कुटुंब	n+n.fam@n+n.family@n+n.household
कुटुंब व्यवस्था	n+f.menage
कुटुंबातील वारसा	n+f.heirlooms
कुटुंबे	n+n.families@n+f.households
कुट्टी यंत्र	n+m.chipper
कुट्टू	n+m.buckwheat
कुठे	ad.where@ad.whereabouts@n+m.wheres@ad.whither
कुठेतरी	ad.someplace@ad.somewhere
कुठेही	ad.anyplace@ad.anywhere
कुठेही नाही	ad.nowhere
कुडझू वेल	n+m.kudzu
कुतूहल निर्माण करतो	v.intrigues
कुतूहलाने	ad.curiously
कुत्रा	n+m.canine@n+m.dog@n+m.doggie@n+m.doggy@n+m.pooch
कुत्री	n+f.bitch@n+f.bitches
कुत्रे	n+m.canines@n+m.dogs
कुत्र्यांचे घर	n+m.kennel@n+m.kennels
कुत्र्याचा	a.canine@a.doggy
कुत्र्याची पिल्ले	n+m.puppies
कुत्र्याचे घर	n+n.doghouse
कुत्र्याचे दात	n+m.canines
कुत्र्याचे पिल्लू	n+m.puppy
कुदळ	n+f.spades
कुन	n.kuhn@n.kun
कुनमिंग	n+m.kunming
कुना	n+f.kuna
कुन्निलिंगस	n+m.cunnilingus
कुपोषण	n+f.malnutrition
कुपोषित	a.malnourished
कुप्रथा	n+n.malpractice
कुप्रसिद्ध	a.infamous
कुप्रसिद्धपणे	ad.notoriously
कुप्रसिद्धी	n+m.infamy
कुबट्या	n+m.elf
कुबड	n+f.hump@n+m.humpback
कुबडा	n+m.hunchback
कुबडी	n+f.crutch
कुबड्या	n+f+pl.crutches
कुबड्या माणूस	n+m.humpback
कुमारिका	n+f.maiden@n.maidens@n+f.virgins
कुमारी	n+f.damsel@n+f.miss@n+f.misses@n+f.vestal@n+f.virgin@a.virgin
कुम्ब्रिया	n+f.cumbria
कुरकुर	n+n.crunching@n+f.grumble
कुरकुर आवाज करत आहे	v.crunching
कुरकुर करणारा	a.nagging@a.whiny
कुरकुर करणे	v.grumble
कुरकुर करत आहे	v.nagging
कुरकुरीत	a.crisp@a.crispy@a.crunchy
कुरकुरीतपणा	n+m.crunch
कुरण	n+f.lea@n+n.meadow@n+n.pasture
कुरणे	n.leas@n+f.meadows@n.pastures
कुरतडणे	v.munching@v.nibble
कुरतडतो	v.nibbles
कुरळे	a.curled@a.curly
कुरळे करतो	vt.curls
कुरळे केले	v.curled
कुरळे केस	n.curls
कुरवाळणे	vt.caress@v.caressing@n+n.fondling@n+n.petting@v.stroke
कुरवाळत आहे	v.petting
कुराकाओ	n.curacao
कुराण	n+m.koran@n+m.quran
कुरिअर	n.couriers
कुरियर	n+m.courier
कुरिया	n+f.curiae
कुरूप	a.homely@a.ugly@a.unsightly
कुरूपता	n+f.ugliness
कुरोसावा	n+m.kurosawa
कुर्दिश	a.kurdish
कुर्दिस्तान	n.kurdistan
कुर्स्क	n+n.kursk
कुऱ्हाड	n+f.axe@n+f.hatchet
कुऱ्हाडी	n+f.axes
कुलंब	n+m.coulomb
कुलगुरू	n+m.chancellors
कुलपती	n+m.chancellor
कुलपिता	n+m.patriarch
कुलपे	n+f.locks
कुलसचिव कार्यालय	n+f.chancery
कुली	n+f.coulee
कुलीज	n.coolidge
कुलीन	n+m.aristocrat@a.aristocratic@n+m.nobleman
कुलीन पद	n+f.peerage
कुलीन लोक	n.aristocrats
कुलीन स्त्री	n+f.gentlewoman
कुलीनता	n+f.nobility
कुलीनशाही	n+f.aristocracy
कुलुपाचे छिद्र	n+n.keyhole
कुलूप	n+n.lock@n+n.padlock
कुलूप लावणे	v.locking@vt.padlock
कुलूपकार	n+m.locksmith@n.locksmiths
कुलूपबंद करण्यायोग्य	a.lockable
कुळ	n+m.clan@n+m.clans
कुवेत	n+n.kuwait
कुवेती	a.kuwaiti
कुवेती व्यक्ती	n+m.kuwaiti
कुशल	a.accomplished@a.artful@a.deft@a.proficient@a.skilful@a.skilled
कुशल कलाकार	n+m.virtuoso
कुशल कामगार	n+m.journeyman
कुशलता	n+f.dexterity@n+f.knack@n+m.tact
कुशलतेने	ad.ably@ad.artfully@ad.deftly
कुशलतेने हालचाल करणे	v.manoeuvre
कुशिंग	n.cushing
कुशीत घेणे	n+n.cuddling
कुष्ठरोग	n+m.leprosy
कुसकुस	n+m.couscous
कुस्करणे	vt.mash
कुस्को	n.cusco
कुस्ती	n+n.wrestling
कुस्ती केली	v.wrestled
कुस्ती खेळणे	vi.wrestle
कुस्तीगीर	n+m.wrestler@n.wrestlers
कूंट्झ	n.koontz
कूकटॉप	n+m.cooktop
कूच	n.marches
कूच करणे	vi.march@vi.marches@vt.marching
कूच केलेला	vi.marched
कूज	n+f.rot
कूट	n+m.cypher
कूटने	n+m.kootenay
कूटबद्ध	a.coded@a.encoded
कूटबद्ध करणे	v.encrypted
कूटबद्धीकरण	n+n.encryption
कूप	n+m.follicle
कूपन	n+m.coupon@n+m.coupons
कूपर	n+m.cooper
कूपर्सटाउन	n.cooperstown
कूपीय	a.follicular
कूपे गाडी	n+f.coupe
कूर	n+n.chur
कूर्चा	n+m.cartilage
कूर्स	n.coors
कूलर	n+m.cooler@n+m.coolers
कूले	n.cooley
कृतघ्न	a.ungrateful
कृतज्ञ	a.appreciative@a.grateful@a.thankful
कृतज्ञता	n+f.acknowledgements@n+f.gratitude@n+f.thanksgiving
कृतज्ञतेने	ad.gratefully@ad.thankfully
कृती	n+f.action@n+f.actions@n+f.acts
कृती करतो	v.acts
कृतीयोग्य	a.actionable
कृत्य	n+n.act@n+n.deed
कृत्ये	n+f.deeds
कृत्रिम	a.artificial@a.contrived@a.mannered@a.synthetic@a.synthetics
कृत्रिम अवयव	n+f.prostheses@n+f.prosthesis
कृत्रिम अवयव शास्त्र	n+f.prosthetics
कृत्रिम अवयवविषयक	a.prosthetic
कृत्रिम चामडे	n+f.leatherette
कृत्रिम दात	n.dentures
कृत्रिम पदार्थ	n+n.synthetics
कृत्रिम लिंग	n+m.dildo
कृत्रिमरीत्या	ad.artificially
कृपण	n+m.miser@a.stingy
कृपया	ad.please
कृपा	n+f.favour@n+f.grace@n.graces@n+f.mercies
कृपापूर्वकपणे	ad.graciously
कृपाळू	a.condescending
कृमीमार्ग	n+n.wormhole
कृषी	n+f.agric
कृषी व्यवसाय	n+m.agribusiness
कृषीविषयक	a.agrarian
कृषीशास्त्र	n+f.agronomy
कृषीशास्त्रीय	a.agronomic
कृष्ण	n.krishna
कृष्णवर्णीय	n+m.blacks
कॅंडिस	n.candice
कॅंडेस	n.candace
कॅक्टस	n.cacti@n+m.cactus
कॅग्नी	n+m.cagney
कॅट	n+f.kat
कॅटनिप	n+m.catnip
कॅटफिश	n+m.catfish
कॅटरिना	n+f.katrina
कॅटलन	a.catalan@n+m.catalan
कॅटवॉक	n+m.catwalk
कॅटामरॅन	n+m.catamaran
कॅटालिना	n.catalina
कॅटालेज	n+m.catalase
कॅटालोनिया	n.catalonia
कॅटॉबा	n.catawba
कॅटो	n.cato
कॅट्सकिल	n.catskill
कॅड	n+m.cad
कॅडमियम	n+m.cadmium
कॅडर	n+m.cadre
कॅडिलॅक	n+m.cadillac
कॅडी	n+m.caddie@n+m.caddies
कॅडी म्हणून काम करणे	v.caddie
कॅडेट	n+m.cadet
कॅथ	n.cath
कॅथरीन	n.catharine@n+f.catherine@n.katharine@n+f.katherine@n+f.kathryn
कॅथलिक	n+m.catholics
कॅथलिक धर्म	n+m.catholicism
कॅथलीन	n+f.kathleen
कॅथी	n+f.cathie@n+f.cathy@n.kathie@n+f.kathy
कॅथे	n.cathay
कॅथेटर	n+m.catheter@n.catheters
कॅथेड्रल	n+n.cathedral@n+m+pl.cathedrals@n+m.duomo
कॅथोड	n+m.cathode
कॅथोड किरण नळ्या	n+m.crts
कॅथोलिक	a.catholic@n+m.catholic
कॅन	n.caen
कॅनकुन	n+n.cancun
कॅनक्स	n.canucks
कॅनडा	n+m.canada
कॅनडियन	n+m.canuck
कॅनन	n+m.canon
कॅनफिल्ड	n.canfield
कॅनबेरा	n+n.canberra
कॅनरी	n+m.canary
कॅनव्हास	n+m.canvas
कॅना	n+f.canna
कॅनास्टा खेळ	n+f.canasta
कॅनू	n+m.canoe
कॅनेडियन	a.canadian@n+m.canadian@n+m.canadians
कॅनेव्हरल	n.canaveral
कॅनोइंग	n+n.canoeing
कॅनोपस	n.canopus
कॅनोला	n+f.canola
कॅन्डिडा	n.candida
कॅन्सस	n+m.kansas
कॅप	n+m.cap
कॅपाडोसिया	n+f.cappadocia
कॅपिटॉल	n+n.capitol
कॅपिस्ट्रानो	n.capistrano
कॅपेला	n.capella
कॅपेसिटर	n+m.capacitor@n+m.capacitors
कॅपोन	n.capone
कॅप्टन	n.capt@n+m.captain
कॅप्पुचिनो	n+m.cappuccino
कॅप्रा	n+m.capra
कॅप्री	n+n.capri
कॅप्री पँट	n+f.capris
कॅप्स	n+m.caps
कॅप्सिड	n+m.capsid
कॅप्सूल	n+f.capsule@n+f.capsules
कॅफिनमुक्त	a.decaffeinated
कॅफीन	n+f.caffeine
कॅफीनमुक्त	a.decaf
कॅफीनमुक्त कॉफी	n+m.decaf
कॅफे	n+m.cafe@n+m.cafes
कॅफेटेरिया	n+f.cafeteria
कॅब	n+m.cab
कॅबरे	n+m.cabaret
कॅबर्नेट	n+m.cabernet
कॅबिनेट	n+m.cabinet
कॅबिनेट कारागिरी	n+f.cabinetry
कॅबोट	n.cabot
कॅबोशॉन	n+m.cabochon
कॅब्रिओलेट	n+m.cabriolet
कॅम	n+m.cam@n+m.cams
कॅमकॉर्डर	n+m.camcorder@n+m.camcorders
कॅमडेन	n+n.camden
कॅमशाफ्ट	n+m.camshaft
कॅमिओ	n+m.cameo
कॅमिल	n.camille
कॅमिला	n.camilla
कॅमिसोल	n+m.camisole@n+f.camisoles
कॅमेरा	n+m.camera@n+m.cameras
कॅमेरामन	n+m.cameraman
कॅमेरून	n+n.cameroon
कॅमेरॉन	n+m.cameron
कॅमेलिया	n+f.camellia
कॅमेलॉट	n.camelot
कॅमोमाइल	n+f.chamomile
कॅम्पबेल	n+m.campbell
कॅम्पर	n+m.camper@n+m.campers
कॅम्पस	n+m.campuses
कॅम्पानिया	n.campania
कॅम्पिंग	n+f.camping
कॅम्पियन	n+m.campion
कॅम्पोस	n.campos
