-artig	a.natured
Herzogtum	n+n.duchy
Herzrasen	n+f.tachycardia
Herzrhythmusstörung	n+f.arrhythmia
Herzschlag	n+m.heartbeat@n+m.heartbeats
Herzschmerz	n+m.heartbreak@n+m.heartache
Herzschrittmacher	n+m.pacemaker@n+m.pacemakers
Herzwurm	n+m.heartworm
Herzöge	n+m.dukes
Hes	n.hes
Hesekiel	n.ezekiel
Hess	n.hess
Hesse	n.hesse
Hessen	n.hesse
Hester	n.hester
Heston	n.heston
Hetero	n+m.hetero
Heterogenität	n+f.heterogeneity
Heterosexueller	n+m.heterosexual
Heu	n+n.hay
Heuchelei	n+f.hypocrisy
Heucheleien	n.shams
Heuchler	n+m.hypocrite@n+m.hypocrites
Heugabel	n+f.pitchfork
Heuhaufen	n+m.haystack@n+m.ricks
Heulen	n+n.howl@n+n.howling
Heuler	n+m.howler
Heuristik	n+f.heuristic@n+f.heuristics
Heuschrecke	n+f.locust@n+f.grasshopper@n+f.grasshoppers@n+f.locusts
Hewitt	n+m.hewitt
Hewlett	n+m.hewlett
Hexadezimalzahl	n+n.hexadecimal
Hexagon	n+n.hexagon
Hexan	n+n.hexane
Hexe	n+f.witch@n+f.hag@n+f.sorceress
Hexen	n+f.witches
Hexenkessel	n+m.cauldron
Hexenmeister	n+m.sorcerer@n+m.warlock
Hexenversammlung	n+f.coven
Hexenzirkel	n+m.coven
Hexer	n+m.warlock
Hexerei	n+f.witchcraft@n+f.sorcery@n+f.wizardry
Heywood	n.heywood
Hialeah	n.hialeah
Hiatus	n+m.hiatus
Hiawatha	n.hiawatha
Hibernation	n+f.hibernation
Hibernia	n.hibernia
Hibiskus	n+m.hibiscus
Hickey	n.hickey
Hickman	n.hickman
Hickory	n+m.hickory
Hicks	n.hicks
Hickser	n+m.hiccups
Hidalgo	n.hidalgo
Hidschab	n+m.hijab
Hieb	n+m.jab@n+m.whack
Hierarchie	n+f.hierarchy
Hierarchien	n.hierarchies
Higgins	n.higgins
Highlight	n+n.highlight
Highlighter	n+m.highlighters
Highlights	n+f.highlights
Highline	n+f.highline
Hijacker	n+m.hijacker
Hilary	n+f.hilary
Hilbert	n.hilbert
Hilda	n.hilda
Hildebrand	n.hildebrand
Hilfe	n+f.help@n+f.assistance@n+f.aid@n+f.relief
Hilfen	n+f.aids@n+f.helps
Hilfiger	n.hilfiger
Hilflosigkeit	n+f.helplessness
Hilfs-	a.auxiliary@a.aux@a.ancillary
Hilfsarbeiter	n+m.labourer
Hilfsbereitschaft	n+f.helpfulness
Hilfsfachkraft	n+m.paraprofessional
Hilfskraft	n+f.auxiliaries
Hilfsmittel	n+n.resource@n+n.expedient
Hilfsverb	n+m.auxiliary@n+n.auxiliaries
Hillary	n+f.hillary
Hillel	n.hillel
Hilliard	n.hilliard
Hillingdon	n.hillingdon
Hilton	n+n.hilton
Himalaja	n+m.himalaya
Himalaya	n.himalayas
Himalaya-	a.himalayan
Himbeere	n+f.raspberry
Himbeeren	n.raspberries
Himmel	n+m.sky@n+m.heaven@n+m.skies@n+m.heavens
Himmelfahrt	n+f.ascension
Himmels-	a.celestial
Hin- und Rückweg	n+m.roundtrip
Hindernis	n+n.barrier@n+n.obstacle@n+n.obstruction@n+n.impediment@n+n.hindrance
Hindernisrennen	n+n.steeplechase
Hindernisse	n+f.barriers@n+n.obstacles@n.impediments@n.obstructions
Hindi	n+n.hindi
Hindu	n+m.hindu
Hinduismus	n+m.hinduism
Hindus	n.hindus
Hindustan	n.hindustan
Hines	n.hines
Hingabe	n+f.dedication@n+f.devotion
Hingaben	n.devotions
Hinhalten	n+n.stalling
Hinken	n+n.limp
Hinker	n+m.gimp
Hinlänglichkeit	n+f.adequacy
Hinrichtung	n+f.execution
Hinrichtungen	n.executions@n.hangings
Hinterfüllung	n+f.backfill
Hintergehung	n+f.circumvention
Hintergrund	n+m.background@n+m.backdrop@n+m.backdrops
Hintergrundbeleuchtung	n+f.backlight
Hintergrundbericht	n+m.backgrounder
Hintergrundbild	n+n.wallpaper
Hintergrundbilder	n+n.wallpapers
Hintergründe	n+m.backgrounds
Hinterhalt	n+m.ambush
Hinterhof	n+m.backyard
Hinterkopf-	a.occipital
Hinterland	n+n.outback@n+n.hinterland@n+n.backwater
Hinterlassenschaft	n+f.bequests
Hinterlist	n+f.guile
Hintern	n+m.rear@n+m.butt@n+m.booty@n+m.butts@n+m.asses@n+m.bottoms@n+m.posterior@n+m.bum@n+m.fanny@n+m.arse@n+m.backside@n.buttocks@n+m.bums
Hinterteil	n+m.rump@n+n.rumps@n+n.rears
Hintertür	n+f.backdoor
Hinterwald	n+m.backwoods@n+m.boondocks
Hinterwäldler	n+m.redneck@n+m.hillbilly@n+m.hick@n+m.hillbillies
Hinterzimmer	n+n.backroom
Hinton	n.hinton
Hinweis	n+m.notice@n+m.pointer@n+m.indication@n+m.hint@n+m.clue
Hinweise	n+f.notices@n+m.hints@n+f.advisories@n+m.pointers@n+f.indications@n+m.clues@n+m.cues
Hinzufügung	n+f.addition
Hip-Hop	n+m.hiphop
Hippie	n+m.hippie@n+m.hippy@n+m.hippies
Hippocampus	n+m.hippocampus
Hipster	n+m.hipster
Hiram	n.hiram
Hirnhautentzündung	n+f.meningitis
Hirnrinde	n+f.cortex
Hirntumor	n+m.glioma
Hirnwindung	n+f.gyrus
Hiroshima	n.hiroshima
Hirsch	n+m.deer@n+m.stag@n+m.stags
Hirschkuh	n+f.doe@n+f.hind
Hirschkühe	n.hinds
Hirschleder	n+n.buckskin
Hirse	n+f.millet
Hirte	n+m.shepherd@n+m.herder
Hirten	n+m.shepherds
Hisbollah	n.hezbollah
Hiskija	n+m.hezekiah
Hispanics	n+m.hispanics
Hispanoamerikaner	n+m.hispanic
Histamin	n+n.histamine
Histidin	n+n.histidine
Histogramm	n+n.histogram@n+n.histograms
Histokompatibilität	n+f.histocompatibility
Histologie	n+f.histology
Histon	n+n.histone
Histopathologie	n+f.histopathology
Historie	n+f.history
Historien	n+f.histories
Historiker	n+m.historian@n+m.historians
Historiografie	n+f.historiography
Hit	n+m.hit
Hitachi	n+m.hitachi
Hitchcock	n.hitchcock
Hitler	n+m.hitler
Hits	n+m.hits
Hitter	n+m.hitter@n.hitters
Hitze	n+f.heat
Hitzeperioden	n+f.heats
Hitzewelle	n+f.heatwave
Hitzkopf	n+m.spitfire@n+m.hotspur
Hmong	n.hmong
Hobart	n+n.hobart
Hobbes	n.hobbes
Hobbit	n+m.hobbit@n+m.hobbits
Hobbs	n.hobbs
Hobby	n+n.hobby@n+n.pastime@n+n.pastimes
Hobbyist	n+m.hobbyist@n+m.hobbyists
Hobbys	n+n.hobbies
Hobel	n+m.slicer@n+m.planer
Hobelmaschine	n+f.planer
Hobeln	n+n.planing
Hobo	n+m.hobo
Hoboken	n.hoboken
Hoch	n+n.high
Hochburg	n+f.stronghold@n+f.strongholds
Hochebene	n+f.mesa@n+f.plateau@n+f.wold@n+f.plateaus
Hochglanzmagazin	n+n.glossy
Hochladen	n+n.uploading
Hochland	n+n.highland@n+n.highlands@n+n.upland@n+n.uplands
Hochland-	a.upland
Hochleine	n+f.highline
Hochländer	n+m.highlander@n+m.highlanders
Hochmoor	n+n.fells
Hochrechnung	n+f.extrapolation
Hochs	n+n.highs
Hochschule	n+f.college
Hochschulen	n+f.colleges
Hochsommer	n+m.midsummer
Hochstimmung	n+f.elation
Hochstraße	n+f.skyway
Hochtöner	n+m.tweeter@n+m.tweeters
Hochverrat	n+m.treason
Hochwasserentlastung	n+f.spillway
Hochwürden	n+m.reverend
Hochzeichen	n+m.superscript
Hochzeit	n+f.wedding@n+f.marriage
Hochzeiten	n+f.weddings@n+f.marriages
Hochzeits-	a.bridal
Hochöfen	n+f.furnaces
Hocke	n+f.crouch@n+f.squat
Hocker	n+m.stool@n+m.stools@n+m.ottomans
Hockey	n+n.hockey
Hocking	n.hocking
Hoden	n.testicles@n+m.testis@n+m.testes@n+m.testicle@n+m.bollocks
Hoden-	a.testicular
Hodensack	n+m.scrotum
Hodge	n.hodge
Hodges	n.hodges
Hodgkin	n.hodgkin
Hof	n+m.court@n+m.yard@n+m.courtyard@n+m.barnyard@n+m.courtyards
Hoff	n.hoff
Hoffman	n+m.hoffman
Hoffnung	n+f.hope
Hoffnungen	n+f.hopes
Hoffnungslosigkeit	n+f.hopelessness
Hoffnungsträger	n+m.hopefuls
Hofnarr	n+m.jester
Hogan	n+m.hogan
Hogarth	n.hogarth
Hogg	n.hogg
Hogue	n.hogue
Hogwarts	n.hogwarts
Hoheit	n+f.highness
Hohlmeißel	n+f.gouge
Hohlraum	n+m.voids
Hohlräume	n.cavities
Hokkaido	n.hokkaido
Holcomb	n.holcomb
Holden	n+m.holden
Holding	n+f.holding
Holland	n+n.holland
Hollands	n.hollands
Holley	n.holley
Hollis	n.hollis
Holloway	n.holloway
Holly	n+f.holly
Hollywood	n+n.hollywood
Holländer	n+m.hollander@n+m.dutchman
Holm	n+m.spar@n.holm
Holman	n.holman
Holmes	n+m.holmes
Holocaust	n+m.holocaust
Hologramm	n+n.hologram@n+n.holograms
Holozän	n+n.holocene
Holst	n.holst
Holstein	n.holstein
Holster	n.holsters
Holt	n+m.holt
Holz	n+n.wood@n+n.timber
Holzarbeit	n+f.woodwork@n+f.woodcraft
Holzarbeiter	n+m.woodworkers@n+m.woodworker
Holzbearbeitung	n+f.woodworking
Holzblasinstrument	n+n.woodwind@n+n.woodwinds
Holzfäller	n+m.logger@n.loggers@n+m.woodman@n+m.lumberjack
Holzhammer	n+m.mallet@n+m.mallets
Holzkohle	n+f.charcoal
Holzschnitt	n+m.woodcut
Holzschuh	n+m.clog
Holzschuhe	n.clogs
Holzsteg	n+m.boardwalk
Holzverbindung	n+f.joinery
Holzwerk	n+n.woodwork
Holzwolle	n+n.excelsior
Holzwurm	n+m.borer
Hombre	n+m.hombre
Hombres	n.hombres
Homecoming	n+n.homecoming
Homepage	n+f.homepage
Homepages	n+f.homepages
Homer	n+m.homer
Homerun	n+m.homer@n+m.homers
Homeschooling	n+n.homeschooling
Homie	n+m.homie
Homilie	n+f.homily
Hominide	n+m.hominid
Hommage	n+f.tribute@n+f.homage
Homo	n+m.homo
Homogenität	n+f.homogeneity
Homolog	n+n.homologue
Homologie	n+f.homology
Homomorphismus	n+m.homomorphism
Homophobie	n+f.homophobia
Homosexualität	n+f.homosexuality
Homosexuelle	n+m.homosexuals
Homosexueller	n+m.homosexual
Homöopathie	n+f.homeopathy
Homöostase	n+f.homeostasis
Honda	n+n.honda
Hondo	n.hondo
Honduraner	n+m.honduran
Honduras	n+n.honduras
Honeywell	n.honeywell
Hong	n+n.hong
Honig	n+m.honey@n+m.honeys
Honigbiene	n+f.honeybee
Honigmelone	n+f.honeydew
Honigtau	n+m.honeydew
Honigwabe	n+f.honeycomb
Honolulu	n+n.honolulu
Hons	n.hons
Hoodie	n+m.hoodie
Hoodies	n.hoodies
Hooker	n+m.hookers
Hooligan	n+m.hooligans
Hooper	n.hooper
Hoosier	n+m.hoosier
Hoosiers	n.hoosiers
Hoover	n+m.hoover
Hopewell	n.hopewell
Hopfen	n+m.hop@n+m.hops
Hopi	n+m.hopi
Hopkins	n+m.hopkins
Hor	n.hor
Hora	n+f.hora@n+f.horas
Horatio	n.horatio
Horaz	n.horace
Horde	n+f.horde
Horden	n.hordes
Horizont	n+m.horizon
Horizonte	n+m.horizons
Hormon	n+n.hormone
Hormone	n+n.hormones
Horn	n+n.horn
Hornblower	n+m.hornblower
Horne	n.horne
Horney	n.horney
Hornhaut	n+f.cornea
Hornhaut-	a.corneal
Hornisse	n+f.hornet
Hornissen	n+f.hornets
Horoskop	n+n.horoscope
Horoskope	n+n.horoscopes
Horowitz	n.horowitz
Horror	n+m.horror
Horrorfilm	n+m.slasher
Horst	n.horst
Hort	n+m.hoard
Hortensie	n+f.hydrangea
Horton	n.horton
Horus	n.horus
Hos	n.hos
Hose	n+f.pants@n+f.trousers@n+f.pant@n+f.slacks
Hosea	n.hosea
Hosen-	n+f.trouser
Hosenbund	n+m.waistband
Hosenträger	n.suspenders@n+m.suspender
Hospitalisierung	n+f.hospitalization
Hospiz	n+n.hospice@n+n.hospices
Host	n+m.host
Hosta	n+f.hosta
Hostel	n+n.hostel
Hostels	n+n.hostels
Hostess	n+f.hostess
Hosting	n+n.hosting
Hosts	n+m.hosts
Hotdog	n+m.hotdog
Hotel	n+n.hotel
Hotelgewerbe	n+f.hospitality
Hotelier	n+m.hoteliers
Hotelpage	n+m.bellman
Hotels	n+n.hotels
Hotkey	n+m.hotkey
Hotline	n+f.hotline@n+f.helpline@n+f.hotlines
Hotlink	n+m.hotlinks@n+m.hotlink
Hotpoint	n.hotpoint
Hotspur	n.hotspur
Houdini	n.houdini
Hough	n.hough
Hounslow	n.hounslow
Housekeeping	n+n.housekeeping
Houston	n+n.houston
Hove	n.hove
Hovercraft	n+n.hovercraft
Howard	n+m.howard
Howe	n.howe
Howell	n+m.howell
Howells	n.howells
Howrah	n.howrah
Hoy	n.hoy
Hoyle	n.hoyle
Hrywnja	n+f.hryvnia
Huang	n.huang
Hub	n+m.hub
Hubbard	n+m.hubbard
Hubble	n.hubble
Huber	n.huber
Hubert	n.hubert
Hubschrauber	n+m.helicopter@n+m.helicopters@n+m.chopper@n.choppers@n+m.copter
Huck	n.huck
Huddersfield	n.huddersfield
Hudson	n+m.hudson
Huelva	n+n.huelva
Huey	n.huey
Huf	n+m.hoof@n+m.hooves
Hufeisen	n+n.horseshoe@n+n.horseshoes
Huffman	n.huffman
Hufschmied	n+m.blacksmith
Huggins	n.huggins
Hugh	n+m.hugh
Hughes	n+m.hughes
Hugo	n+m.hugo
Huhn	n+n.chicken
Hui	n.hui
Hula	n+m.hula
Huldigung	n+f.homage
Huldigungen	n.tributes
Hulk	n+m.hulk
Hull	n+n.hull
Humanismus	n+m.humanism
Humanist	n+m.humanist
Humanoid	n+m.humanoid
Humber	n.humber
Humberside	n.humberside
Humberto	n+m.humberto
Humboldt	n.humboldt
Humbug	n+m.humbug
Hume	n.hume
Humidor	n+m.humidor@n+m.humidors
Hummel	n+f.bumblebee
Hummer	n+m.hummer@n+m.lobster@n+m.lobsters
Humor	n+m.humour
Humpen	n+m.tankard
Humphrey	n.humphrey
Humphreys	n.humphreys
Humusschicht	n+f.topsoil
Humvee	n+m.humvee
Hun	n.hun
Hunan	n.hunan
Hund	n+m.dog@n+m.doggie@n+m.pooch@n+m.canines
Hunde	n+m.dogs
Hunde-	a.canine@a.doggy
Hundehütte	n+f.kennel@n+f.doghouse
Hundepensionen	n+f.kennels
Hundert	n+n.hundred
Hunderte	n+f.hundreds
Hundertfüßer	n+f.centipede
Hundertjahrfeier	n+n.centennial@n+n.centenary
Hundertstel	n+n.hundredth@n+n.hundredths
Hundezwinger	n+m.kennels
Hunger	n+m.hunger@n+m.famine
Hungersnot	n+f.famine
Hungertod	n+m.starvation
Hunne	n+m.hun
Hunnen	n+m.huns
Huntingdon	n.huntingdon
Huntington	n+n.huntington
Huntley	n.huntley
Huntsville	n+n.huntsville
Hupe	n+f.horn@n+m.hoot
Hupen	n+m.honk
Hure	n+f.whore@n+f.harlot
Huren	n+f.whores
Hurerei	n+f.fornication
Hurley	n.hurley
Hurling	n+n.hurling
Huron	n.huron
Hurra	n+n.hooray@n+n.hurrah
Hurrikan	n+m.hurricane
Hurrikane	n+m.hurricanes
Hurst	n.hurst
Hus	n.hus
Husky	n+m.husky
Huskys	n+m.huskies
Husse	n+f.slipcovers
Hussein	n+m.hussein
Husten	n+m.cough@n+n.coughing@n+m.coughs
Huston	n.huston
Hut	n+m.hat
Hutchinson	n+m.hutchinson
Hutmacher	n+m.hatter@n+m.hatters
Hutton	n.hutton
Huxley	n.huxley
Huygens	n.huygens
Hyazinthe	n+f.hyacinth
Hybrid	n+m.hybrid
Hybride	n+m.hybrids
Hybridisierung	n+f.hybridization
Hybris	n+f.hubris
Hyde	n+m.hyde
Hyderabad	n.hyderabad
Hydra	n+f.hydra
Hydrant	n+m.hydrant
Hydrat	n+n.hydrate
Hydratation	n+f.hydration
Hydraulik	n+f.hydraulics
Hydrid	n+n.hydride
Hydrochlorid	n+n.hydrochloride
Hydrocortison	n+n.hydrocortisone
Hydrodynamik	n+f.hydrodynamics
Hydrokultur	n+f.hydroponics
Hydrologie	n+f.hydrology
Hydrolyse	n+f.hydrolysis
Hydroponik	n+f.hydroponics
Hydrotherapie	n+f.hydrotherapy
Hydroxid	n+n.hydroxide
Hydroxy-	a.hydroxy
Hydroxyl	n+n.hydroxyl
Hydroxylgruppe	n+f.hydroxyl
Hydrozephalus	n+m.hydrocephalus
Hygiene	n+f.hygiene@n+f.sanitation
Hygieneartikel	n.toiletries
Hygieniker	n+m.hygienist@n+m.hygienists
Hymen	n+n.hymen
Hymne	n+f.anthem@n+f.hymn
Hymnen	n+f.hymns@n+f.anthems
Hyp	n.hyp
Hype	n+m.hype
Hyperaktivität	n+f.hyperactivity
Hyperbel	n+f.hyperbole
Hyperglykämie	n+f.hyperglycemia
Hyperion	n.hyperion
Hyperlink	n+m.hyperlink
Hyperlinks	n+m.hyperlinks
Hypermedia	n.hypermedia
Hyperplasie	n+f.hyperplasia
Hyperraum	n+m.hyperspace
Hypersensitivität	n+f.hypersensitivity
Hypertext	n+m.hypertext
Hyperthermie	n+f.hyperthermia
Hyperthyreose	n+f.hyperthyroidism
Hypertonie	n+f.hypertension
Hypertrophie	n+f.hypertrophy
Hypnose	n+f.hypnosis
Hypnotherapie	n+f.hypnotherapy
Hypnotiseur	n+m.hypnotist
Hypoglykämie	n+f.hypoglycemia
Hypophyse	n+f.pituitary
Hypophysen-	a.pituitary
Hypothalamus	n+m.hypothalamus
Hypothek	n+f.mortgage
Hypotheken	n+f.mortgages
Hypothekengläubiger	n+m.mortgagee
Hypothekenschuldner	n+m.mortgagor
Hypothermie	n+f.hypothermia
Hypothese	n+f.hypothesis
Hypothesen	n+f.hypotheses
Hypothyreose	n+f.hypothyroidism
Hypotonie	n+f.hypotension
Hypoxie	n+f.hypoxia
Hysterektomie	n+f.hysterectomy
Hysterese	n+f.hysteresis
Hysterie	n+f.hysteria
Hyundai	n+m.hyundai
Hyäne	n+f.hyena
Häfen	n+m.ports@n.havens
Häftling	n+m.prisoner@n+m.inmate@n+m.detainee
Häftlinge	n+m.prisoners@n+m.inmates@n+m.detainees
Hähnchen	n+n.chicken
Hähne	n+m.cocks
Häkchen	n+f.ticks
Häkelarbeit	n+f.crochet
Hälfte	n+f.half@n+f.moiety
Hälften	n+f.halves
Hälse	n.necks
Hämatologie	n+f.haematology
Hämmer	n+m.hammers
Hämmern	n+n.hammering
Hämorrhagie	n+f.haemorrhage
Hände	n+f.hands
Händedruck	n+m.handshake
Händel	n.handel
Händler	n+m.merchant@n+m.dealer@n+m.dealers@n+m.merchants@n+m.distributor@n+m.distributors@n+m.trader@n+m.traders@n+m.traffickers@n+m.merchandiser@n+m.tradesmen@n+m.tradesman
Hänge	n+f.slopes
Hängematte	n+f.hammock
Hängematten	n.hammocks
Hänsel	n+m.hansel
Hänseleien	n.teasers
Häppchen	n+m.nibbles
Häresie	n+f.heresy
Häretiker	n+m.heretic@n+m.heretics
Härte	n+f.hardship@n+f.hardness@n+f.toughness
Härten	n.hardships
Härtung	n+f.curing@n+f.hardening
Häschen	n+n.bunny@n.bunnies
Hässlichkeit	n+f.ugliness
Häufig gestellte Fragen	n+f.faqs
Häufigkeit	n+f.frequency@n+f.incidence@n+f.abundances@n+f.incidences
Häuptling	n+m.chief@n+m.chieftain@n+m.chieftains
Häuptlinge	n+m.chiefs
Häuschen	n+n.cottage
Häuser	n+n.homes@n+n.houses
Häute	n+f.skins@n+f.hides
Häuten	n+n.skinning
Hébert	n.hebert
Höchststände	n+m.highs
Höcker	n+m.humps@n+m.hump@n+m.cusp
Höfe	n+m.courts@n+m.yards
Höflichkeit	n+f.courtesy@n+f.civility@n+f.politeness
Höhe	n+f.height@n+f.elevation@n+f.altitude@n+f.hgt
Höhen	n+f.heights@n+f.elevations@n.altitudes
Höhen und Tiefen	n+f.ups
Höhenangst	n+f.vertigo
Höhenlage	n+f.altitude
Höhenlagen	n.altitudes
Höhenmesser	n+m.altimeter
Höhepunkt	n+m.peak@n+m.highlight@n+m.zenith@n+m.climax@n+m.capstone@n+m.culmination@n+m.apogee@n+m.highpoint
Höhepunkt-	a.climactic
Höhepunkte	n+m.highlights
Höhle	n+f.den@n+f.cave@n+f.cavity@n+f.cavern@n+f.lair@n+f.burrow@n+f.dens@n+f.coves
Höhlen	n+f.caves@n+f.burrows@n.caverns
Höhlenforschung	n+n.caving
Höhlenmensch	n+m.caveman
Hölle	n+f.hell@n+f.heck@n+f.hells
Höllenfeuer	n+n.hellfire
Hölzer	n.timbers
Hör-	a.auditory
Hörakustiker	n+m.audiologists
Hörensagen	n+n.hearsay
Hörer	n+m.handset
Hörner	n+n.horns
Hörsaal	n+m.auditorium
Hörschnecken-	a.cochlear
Höschen	n+n.pantie
Hüfte	n+f.hip@n+f.pelvis
Hüften	n+f.hips
Hüftgürtel	n+n.girdle
Hügel	n+m.hill@n+m.hills@n+m.mound@n+m.knoll@n.mounds@n+m.knolls
Hügelgrab	n+m.barrow@n+m.cairn
Hügelkuppe	n+m.hilltop
Hügelland	n+m.wold
Hügellandschaft	n+f.downs
Hühner	n+n.chickens@n.hens
Hülle	n+f.sleeve@n+f.envelope@n+f.sheath@n+f.casings
Hülse	n+f.pod@n+f.husk
Hülsen	n+f.shells
Hülsenfrucht	n+f.legume
Hülsenfrüchte	n+f.pulses@n.legumes
Hündchen	n+m.doggy@n+m.doggie
Hündin	n+f.bitch
Hündinnen	n+f.bitches
Hünen	n+m.hunks
Hüpfer	n+m.hoppers
Hürde	n+f.hurdle
Hürden	n+f.hurdles
Hüte	n+m.hats
Hütehund	n+m.sheepdog
Hüter	n+m.keeper@n+m.keepers
Hütte	n+f.lodge@n+f.cottage@n+f.cabin@n+f.hut@n+f.shack@n+f.shanty
Hütten	n+n.cottages@n+f.lodges@n+f.cabins@n.huts
Hüttensänger	n+f.bluebird
Hütung	n+f.herding
I-Aah	n+m.eeyore
ID	n+f.id
IDs	n+f.ids
II	n.ii
III	n.iii
IKEA	n.ikea
IRA	n+f.ira
IRAs	n.iras
ISL	n.isl
Ian	n+m.ian
Iberien	n.iberia
Ibis	n+m.ibis
Ibiza	n.ibiza
Ibo	n.ibo
Ibsen	n.ibsen
Ibuprofen	n+n.ibuprofen
Ich	n+n.ego
Icon	n+n.icon
Ida	n+f.ida
Idaho	n+n.idaho
Ideal	n+n.ideal
Ideale	n+n.ideals
Idealismus	n+m.idealism
Idealist	n+m.idealist
Idee	n+f.idea@n+f.brainchild
Ideen	n+f.ideas
Iden	n+f.ides
Identifikation	n+f.identification@n+f.identifications
Identifikator	n+m.identifier
Identität	n+f.identity
Identitäten	n+f.identities
Ideogramm	n+n.ideograph
Ideologie	n+f.ideology
Ideologien	n.ideologies
Idiom	n+n.idiom
Idiome	n+n.idioms
Idiot	n+m.idiot@n+m.jerk@n+m.twat@n+m.moron@n+m.jackass@n+m.retard@n+m.berk@n+m.prat@n+m.wanker
Idioten	n+m.dicks@n+m.idiots@n.jerks@n.morons
Idiotie	n+f.idiocy
Ido	n+n.ido
Idol	n+n.idol
Idole	n+n.idols
Igbo	n+n.igbo@n+m.igbo
Igel	n+m.hedgehog
Iglu	n+n.igloo
Ignacio	n.ignacio
Ignatius	n.ignatius
Ignoranz	n+f.ignorance
Igor	n.igor
Ihr	pron+m.your@pron+n.your@pron.yours
Ihre	pron+f.your
Ihrer	pron.yours
Ikarus	n.icarus
Ike	n.ike
Ikone	n+f.icon@n+f.ikon
Ikonen	n+f.icons
Ikonografie	n+f.iconography
Ila	n.ila
Ilias	n+f.iliad
Illegaler	n+m.illegals
Illinois	n+n.illinois
Illuminaten	n+m.illuminati
Illumination	n+f.illuminations
Illuminator	n+m.illuminator
Illusion	n+f.illusion
Illusionen	n+f.illusions@n.delusions
Illustration	n+f.illustration@n+f.illus
Illustrationen	n+f.illustrations
Illustrator	n+m.illustrator
Illustratoren	n.illustrators
Image	n+n.image
Imago	n+f.imago
Imam	n+m.imam
Imbalance	n+f.imbalance
Imbiss	n+m.snack@n+m.refreshments
Imbisse	n+f.snacks
Imitation	n+f.imitation@n+f.imitations@n+f.impersonation
Imitator	n+m.imitators@n+m.impersonators
Imkerei	n+f.beekeeping
Immanuel	n.immanuel
Immatrikulation	n+f.matriculation
Immergrün	n+n.periwinkle
Immersion	n+f.immersion
Immigrant	n+m.immigrant
Immigranten	n+m.immigrants
Immigration	n+f.immigration
Immobilie	n+f.property
Immobilien	n+f.properties@n+f.realty
Immobilienmakler	n+m.realtors@n+m.realtor
Immobilisierung	n+f.immobilization
Immunassay	n+m.immunoassay
Immundefizienz	n+f.immunodeficiency
Immunglobulin	n+n.immunoglobulin@n+n.immunoglobulins
Immunisierung	n+f.immunization@n+f.immunisation
Immunität	n+f.immunity@n+f.immunities
Immunologie	n+f.immunology
Immunschwäche	n+f.immunodeficiency
Immuntherapie	n+f.immunotherapy
Imogen	n.imogen
Impala	n+f.impala
Impedanz	n+f.impedance
Impeller	n+m.impeller
Imperativ	n+m.imperative@n+m.imperatives
Imperfekt	n+n.imperfect
Imperialismus	n+m.imperialism
Imperialist	n+m.imperialist
Imperien	n+n.empires
Imperium	n+n.empire@n+n.imperium
Impfstoff	n+m.vaccine
Impfstoffe	n+f.vaccines
Impfung	n+f.vaccination@n+f.immunization@n+f.immunisation@n+f.inoculation
Impfungen	n.vaccinations@n.immunizations
Implantat	n+n.implant
Implantate	n+n.implants
Implantation	n+f.implantation
Implementierer	n+m.implementers
Implementierung	n+f.implementation
Implementierungen	n+f.implementations
Implikation	n+f.implication
Implikationen	n+f.implications
Implosion	n+f.implosion
Import	n+m.import@n+m.importing@n+m.importation
Importe	n+m.imports
Importeur	n+m.importer
Importeure	n+m.importers
Impotenz	n+f.impotence
Impressionismus	n+m.impressionism
Impressionist	n+m.impressionist
Impressum	n+n.imprint@n+n.masthead@n+m.colophon
Imprinting	n+n.imprinting
Improvisation	n+f.improvisation
Improvisations-	a.improvisational
Imprägnieren	n+n.waterproofing
Impuls	n+m.pulse@n+m.impulse@n+m.impetus@n+m.momenta
Impulse	n.impulses
In-Ear-Kopfhörer	n+m.earbuds
Ina	n.ina
Inaktivierung	n+f.inactivation
Inaktivität	n+f.inactivity
Inauguration	n+f.inauguration
Inbegriff	n+m.epitome
Inbetriebnahme	n+f.commissioning
Inc	n+f.inc
Inder	n+m.indian@n+m.indians
Index	n+m.index@n+m.subscript@n+m.subscripts
Indexbindung	n+f.indexation
Indexierer	n+m.indexer
Indexierung	n+f.indexation
Indiana	n+n.indiana
Indianapolis	n+n.indianapolis
Indianer	n+m.indians
Indie	n+m.indie
Indien	n+n.india@n.indies
Indifferenz	n+f.indifference
Indigo	n+n.indigo
Indikator	n+m.indicator
Indikatoren	n+m.indicators
Indira	n.indira
Indium	n+n.indium
Individualisierung	n+f.customization@n+f.customisation@n+f.customizations
Individualismus	n+m.individualism
Individualität	n+f.individuality
Individuen	n+n.individuals
Individuum	n+n.individual
Indiz	n+n.indicia
Indizes	n+m.indexes@n+m.indices
Indizierung	n+f.indexing
Indochina	n.indochina
Indoktrination	n+f.indoctrination
Indonesien	n+n.indonesia
Indonesisch	n+n.indonesian
Indore	n.indore
Indra	n.indra
Induktion	n+f.induction
Induktivität	n+f.inductance
Induktor	n+m.inductor@n+m.inductors
Indus	n.indus
Industrialisierung	n+f.industrialization
Industrie	n+f.industry
Industrie-	a.brownfield
Industrieaktie	n+f.industrials
Industrieller	n+m.industrialists
Industrien	n+f.industries
Industriewert	n+m.industrials
Indy	n+f.indy
